code,level,termEn,termJa,obsolete
8851/0,Preferred,Fibrolipoma,線維脂肪腫,
8851/1,Preferred,Lipofibromatosis,脂肪線維腫症,
8851/3,Preferred,"Liposarcoma, well differentiated, NOS",高分化型脂肪肉腫，NOS,
8851/3,Synonym,Lipoma-like liposarcoma,脂肪腫様脂肪肉腫 ※2,
8851/3,Synonym,"Liposarcoma, differentiated",脂肪肉腫，分化型,
8851/3,Related,Inflammatory liposarcoma,炎症性脂肪肉腫 ※2,
8851/3,Related,Sclerosing liposarcoma,硬化性脂肪肉腫 ※2,
8852/0,Preferred,Fibromyxolipoma,線維粘液脂肪腫,
8852/0,Synonym,Myxolipoma,粘液脂肪腫,
8852/3,Preferred,Myxoid liposarcoma,粘液様脂肪肉腫,
8852/3,Synonym,Myxoliposarcoma,粘液脂肪肉腫,
8853/3,Preferred,Round cell liposarcoma,円形細胞脂肪肉腫,1
8854/0,Preferred,Pleomorphic lipoma,多形性脂肪腫,1
8854/3,Preferred,Pleomorphic liposarcoma,多形性脂肪肉腫,
8855/3,Preferred,Mixed liposarcoma,混合型脂肪肉腫,
8856/0,Preferred,Intramuscular lipoma,筋内脂肪腫,
8856/0,Related,Infiltrating angiolipoma,浸潤性血管脂肪腫,1
8856/0,Related,Infiltrating lipoma,浸潤性脂肪腫,1
8857/0,Preferred,Spindle cell lipoma,紡錘形細胞脂肪腫,
8857/3,Preferred,Fibroblastic liposarcoma,線維芽細胞性脂肪肉腫 ※2,
8858/3,Preferred,Dedifferentiated liposarcoma,脱分化型脂肪肉腫,
8860/0,Preferred,Angiomyolipoma,血管筋脂肪腫,
8860/1,Preferred,"Angiomyolipoma, epithelioid",血管筋脂肪腫，類上皮型,
8861/0,Preferred,"Angiolipoma, NOS",血管脂肪腫，ＮＯＳ,
8862/0,Preferred,Chondroid lipoma,軟骨様脂肪腫 ※1,
8870/0,Preferred,Myelolipoma,骨髄脂肪腫,
8880/0,Preferred,Hibernoma,ヒベルノーマ,
8880/0,Synonym,Brown fat tumor,褐色脂肪腫瘍,
8880/0,Synonym,Fetal fat cell lipoma,胎児性脂肪細胞脂肪腫,
8881/0,Preferred,Lipoblastomatosis,脂肪芽腫症,
8881/0,Synonym,"Fetal lipoma, NOS",胎児性脂肪腫，ＮＯＳ,
8881/0,Synonym,Fetal lipomatosis,胎児性脂肪腫症,
8881/0,Synonym,Lipoblastoma,脂肪芽腫,
889-892,2,Myomatous neoplasms,筋腫性新生物,
8890/0,Preferred,"Leiomyoma, NOS",平滑筋腫，ＮＯＳ,
8890/0,Synonym,Fibroid uterus,線維様子宮（Ｃ55.9）,
8890/0,Synonym,Fibromyoma,線維筋腫,
8890/0,Synonym,Leiomyofibroma,平滑筋線維腫,
8890/0,Related,Lipoleiomyoma,脂肪平滑筋腫 ※2,
8890/0,Synonym,Lipomatous leiomyoma,,
8890/0,Related,Plexiform leiomyoma,叢状平滑筋腫 ※2,
8890/0,Related,"Leiomyoma, apoplectic",,
8890/0,Related,"Leiomyoma, hydropic",,
8890/0,Related,Myolipoma,,
8890/0,Related,Cotyledonoid leiomyoma,,
8890/0,Synonym,Dissecting leiomyoma,,
8890/1,Preferred,"Leiomyomatosis, NOS",平滑筋腫症，ＮＯＳ,
8890/1,Related,"Leiomyomatosis, peritonealis disseminata",,
8890/1,Related,Intravascular leiomyomatosis,血管内平滑筋腫症,
8890/1,Synonym,Intravenous leiomyomatosis,,
8890/3,Preferred,"Leiomyosarcoma, NOS",平滑筋肉腫，ＮＯＳ,
8891/0,Preferred,Epithelioid leiomyoma,類上皮平滑筋腫,
8891/0,Synonym,Leiomyoblastoma,平滑筋芽腫,
8891/3,Preferred,Epithelioid leiomyosarcoma,類上皮平滑筋肉腫,
8892/0,Preferred,Cellular leiomyoma,富細胞性平滑筋腫,
8893/0,Preferred,Bizarre leiomyoma,変形平滑筋腫,
8893/0,Synonym,Atypical leiomyoma,異型平滑筋腫 ※2,
8893/0,Synonym,Pleomorphic leiomyoma,多形性平滑筋腫 ※2,
8893/0,Synonym,Symplastic leiomyoma,合胞体平滑筋腫 ※2,
8894/0,Preferred,Angioleiomyoma,血管平滑筋腫,
8894/0,Synonym,Angiomyoma,血管筋腫,
8894/0,Synonym,Vascular leiomyoma,血管平滑筋腫,
8894/3,Preferred,Angiomyosarcoma,血管筋肉腫,
8895/0,Preferred,Myoma,筋腫,
8895/3,Preferred,Myosarcoma,筋肉腫,
8896/0,Preferred,Myxoid leiomyoma,,
8896/3,Preferred,Myxoid leiomyosarcoma,粘液様平滑筋肉腫,
8897/1,Preferred,Smooth muscle tumor of uncertain malignant potential,悪性度不明の平滑筋腫瘍 ※2,
8897/1,Synonym,"Smooth muscle tumor, atypical",,
8897/1,Related,"Smooth muscle tumor, NOS",平滑筋腫瘍，ＮＯＳ,
8897/1,Related,"Leiomyosarcoma, cutaneous",,
8898/1,Preferred,Metastasizing leiomyoma,転移性平滑筋腫 ※1,
8900/0,Preferred,"Rhabdomyoma, NOS",横紋筋腫，ＮＯＳ,
8900/3,Preferred,"Rhabdomyosarcoma, NOS",横紋筋肉腫，ＮＯＳ,
8900/3,Synonym,Rhabdosarcoma,横紋肉腫,
8901/3,Preferred,"Pleomorphic rhabdomyosarcoma, adult type",多形横紋筋肉腫，成人型 ※2,
8901/3,Related,"Pleomorphic rhabdomyosarcoma, NOS",多形横紋筋肉腫，ＮＯＳ,
8901/3,Synonym,"Rhabdomyosarcoma, pleomorphic type",,
8902/3,Preferred,Mixed type rhabdomyosarcoma,混合型横紋筋肉腫,
8902/3,Related,Mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma,混合胎芽性横紋筋肉腫・胞巣状横紋筋肉腫,
8903/0,Preferred,Fetal rhabdomyoma,胎児性横紋筋腫,
8904/0,Preferred,Adult cellular rhabdomyoma,成人型富細胞性横紋筋腫,
8904/0,Synonym,Adult rhabdomyoma,成人型横紋筋腫,
8904/0,Related,Glycogenic rhabdomyoma,グリコーゲン横紋筋腫,
8905/0,Preferred,Genital rhabdomyoma,性器横紋筋腫（Ｃ51._，Ｃ52.9） ※1／※2,
8910/3,Preferred,"Embryonal rhabdomyosarcoma, NOS",胎芽性横紋筋肉腫，ＮＯＳ,
8910/3,Synonym,"Rhabdomyosarcoma, embryonal type",,
8910/3,Related,"Embryonal rhabdomyosarcoma, pleomorphic",胎芽性横紋筋肉腫，多形性 ※2,
8910/3,Related,Sarcoma botryoides,ブドウ状肉腫,
8910/3,Synonym,Botryoid sarcoma,,
8912/3,Preferred,Spindle cell rhabdomyosarcoma,紡錘形細胞横紋筋肉腫 ※1,
8912/3,Synonym,Sclerosing rhabdomyosarcoma,硬化性横紋筋肉腫,
8912/3,Synonym,"Rhabdomyosarcoma, spindle cell/sclerosing type",横紋筋肉腫，紡錘形細胞／硬化性型,
8920/3,Preferred,Alveolar rhabdomyosarcoma,胞巣状横紋筋肉腫,
8921/3,Preferred,Ectomesenchymoma,外胚葉性間葉腫 ※1,
8921/3,Synonym,Rhabdomyosarcoma with ganglionic differentiation,神経節への分化を伴う横紋筋肉腫,
893-899,2,Complex mixed and stromal neoplasms,複合性混合新生物及び間質性新生物,
8930/0,Preferred,Endometrial stromal nodule,子宮内膜間質結節（Ｃ54.1）,
8930/3,Preferred,"Endometrial stromal sarcoma, NOS",子宮内膜間質肉腫，ＮＯＳ（Ｃ54.1）,
8930/3,Synonym,"Endometrial sarcoma, NOS",子宮内膜肉腫，ＮＯＳ（Ｃ54.1）,
8930/3,Related,"Endometrial stromal sarcoma, high grade",子宮内膜間質肉腫，高度（Ｃ54.1）,
8930/3,Synonym,"Endometrioid stromal sarcoma, high grade",,
8931/3,Preferred,"Endometrial stromal sarcoma, low grade",,
8931/3,Synonym,Endolymphatic stromal myosis,リンパ管内間質筋症（Ｃ54.1） ※6,
8931/3,Synonym,"Endometrioid stromal sarcoma, low grade",,
8931/3,Synonym,Endometrial stromatosis,子宮内膜間質症（Ｃ54.1） ※6,
8931/3,Synonym,Stromal endometriosis,間質子宮内膜症（Ｃ54.1） ※6,
8931/3,Synonym,"Stromal myosis, NOS",間質筋症，ＮＯＳ（Ｃ54.1） ※6,
8932/0,Preferred,"Adenomyoma, NOS",,
8932/0,Related,Atypical polypoid adenomyoma,異型ポリープ状腺筋腫 ※2,
8933/3,Preferred,Adenosarcoma,腺肉腫,
8934/3,Preferred,Carcinofibroma,癌線維腫 ※1,
8935/0,Preferred,"Stromal tumor, benign",間質腫瘍，良性,
8935/1,Preferred,"Stromal tumor, NOS",間質腫瘍，ＮＯＳ ※1,
8935/1,Related,Metanephric stromal tumor,,
8935/1,Related,Stromal tumor of uncertain malignant potential,,
8935/3,Preferred,"Stromal sarcoma, NOS",,
8936/3,Preferred,Gastrointestinal stromal tumor,胃腸管間質腫瘍，悪性 ※1,
8936/3,Synonym,GIST,,
8936/3,Synonym,Gastrointestinal stromal sarcoma,胃腸間質肉腫 ※1,
8936/3,Related,Gastrointestinal autonomic nerve tumor,消化管自律神経腫瘍／胃腸自律神経腫瘍,1
8936/3,Synonym,GANT,GANT,1
8936/3,Related,Gastrointestinal pacemaker cell tumor,消化管ペースメーカー細胞腫瘍／胃腸ペースメーカー細胞腫瘍,1
8940/0,Preferred,Pleomorphic adenoma,多形性腺腫,
8940/0,Synonym,"Mixed tumor, NOS",混合腫瘍，ＮＯＳ,
8940/0,Synonym,"Mixed tumor, salivary gland type, NOS",混合腫瘍，唾液腺型，ＮＯＳ,
8940/0,Related,"Chondroid syringoma, NOS",,
8940/3,Preferred,"Mixed tumor, malignant, NOS",混合腫瘍，悪性，ＮＯＳ,
8940/3,Synonym,"Mixed tumor, salivary gland type, malignant",混合腫瘍，唾液腺型，悪性,
8940/3,Related,Malignant chondroid syringoma,悪性軟骨様汗管腫（Ｃ44._） ※2,
8941/3,Preferred,Carcinoma ex pleomorphic adenoma,多形腺腫由来癌,
8941/3,Synonym,Carcinoma in pleomorphic adenoma,多形性腺腫内癌（Ｃ07._，Ｃ08._）,
8950/3,Preferred,Mullerian mixed tumor,ミュラー管混合腫瘍（Ｃ54._）,
8951/3,Preferred,Mesodermal mixed tumor,中胚葉性混合腫瘍,
8959/0,Preferred,Benign cystic nephroma,良性のう胞腎腫（Ｃ64.9） ※1,
8959/0,Related,Mixed epithelial and stromal tumor,,
8959/0,Related,Pediatric cystic nephroma,,
8959/0,Related,Adult cystic nephroma,,
8959/1,Preferred,Cystic partially differentiated nephroblastoma,のう胞性部分的分化を示す腎芽腫※1,
8959/3,Preferred,Malignant cystic nephroma,悪性のう胞腎腫（Ｃ64.9） ※1,
8959/3,Synonym,Malignant multilocular cystic nephroma,悪性多房性のう胞腎腫（Ｃ64.9）,
8960/1,Preferred,Mesoblastic nephroma,間葉芽腎腫,
8960/3,Preferred,"Nephroblastoma, NOS",腎芽腫，ＮＯＳ（Ｃ64.9）,
8960/3,Synonym,"Nephroma, NOS",腎腫，ＮＯＳ（Ｃ64.9）,1
8960/3,Synonym,Wilms tumor,ウィルムス腫瘍（Ｃ64.9）,
8963/3,Preferred,"Rhabdoid tumor, NOS",ラブドイド腫瘍，ＮＯＳ ※2,
8963/3,Synonym,Malignant rhabdoid tumor,悪性ラブドイド腫瘍 ※2,
8963/3,Synonym,Rhabdoid sarcoma,ラブドイド肉腫,
8964/3,Preferred,Clear cell sarcoma of kidney,腎明細胞肉腫（Ｃ64.9）,
8966/0,Preferred,Renomedullary interstitial cell tumor,腎髄質間質細胞腫瘍（Ｃ64.9） ※1,
8966/0,Synonym,Renomedullary fibroma,腎髄様線維腫（Ｃ64.9） ※1,
8966/0,Synonym,Medullary fibroma,髄質線維腫（腎臓）,
8967/0,Preferred,Ossifying renal tumor,骨化性腎腫瘍（Ｃ64.9） ※1,
8970/3,Preferred,"Hepatoblastoma, NOS",,
8970/3,Synonym,Embryonal hepatoma,胎芽性肝癌（Ｃ22.0）,
8970/3,Related,"Hepatoblastoma, epithelioid",類上皮型肝芽腫（Ｃ22.0）★,
8970/3,Related,"Hepatoblastoma, mixed epithelial-mesenchymal",上皮間葉混合型肝芽腫（Ｃ22.0）★,
8971/3,Preferred,Pancreatoblastoma,膵芽腫（Ｃ25._）,
8972/3,Preferred,Pulmonary blastoma,肺芽腫（Ｃ34._）,
8972/3,Synonym,Pneumoblastoma,,
8973/3,Preferred,Pleuropulmonary blastoma,胸膜肺芽腫 ※1,
8974/1,Preferred,Sialoblastoma,唾液腺芽腫（Ｃ07._）（Ｃ08._） ※1,
8975/1,Preferred,Calcifying nested stromal-epithelial tumor,石灰化巣状間質上皮性腫瘍,
8980/3,Preferred,"Carcinosarcoma, NOS",癌肉腫，ＮＯＳ,
8981/3,Preferred,"Carcinosarcoma, embryonal",癌肉腫，胎芽性,
8982/0,Preferred,"Myoepithelioma, NOS",,
8982/0,Synonym,Myoepithelial adenoma,筋上皮性腺腫 ※2,
8982/0,Synonym,Myoepithelial tumor,筋上皮性腫瘍,
8982/0,Synonym,Ectomesenchymal chondromyxoid tumor,,
8982/3,Preferred,Myoepithelial carcinoma,筋上皮性癌 ※2,
8982/3,Synonym,Malignant myoepithelioma,悪性筋上皮腫 ※2,
8982/3,Synonym,"Myoepithelioma, infiltrating",,
8983/0,Preferred,"Adenomyoepithelioma, NOS",,
8983/0,Related,"Adenomyoepithelioma, benign",腺筋上皮腫,
8983/3,Preferred,Adenomyoepithelioma with carcinoma,癌を伴う腺筋上皮腫,
8983/3,Synonym,Malignant adenomyoepithelioma,悪性腺筋上皮腫,
8990/0,Preferred,"Mesenchymoma, benign",間葉腫，良性,
8990/0,Related,"Phosphaturic mesenchymal tumor, benign",リン酸塩尿性間葉系腫瘍，良性／リン酸塩尿性間葉性腫瘍，良性,
8990/0,Synonym,"Phosphaturic mesenchymal tumor, NOS",リン酸塩尿性間葉系腫瘍，NOS／リン酸塩尿性間葉性腫瘍，NOS,
8990/1,Preferred,"Mesenchymoma, NOS",間葉腫，ＮＯＳ,
8990/1,Synonym,Mixed mesenchymal tumor,混合間葉腫瘍,
8990/1,Related,Primitive non-neural granular cell tumor,,
8990/3,Preferred,"Mesenchymoma, malignant",間葉腫，悪性,
8990/3,Synonym,Mixed mesenchymal sarcoma,混合間葉肉腫,
8990/3,Related,"Phosphaturic mesenchymal tumor, malignant",リン酸塩尿性間葉系腫瘍，悪性／リン酸塩尿性間葉性腫瘍，悪性,
8991/3,Preferred,Embryonal sarcoma,胎芽性肉腫,
8992/0,Preferred,Pulmonary hamartoma,肺過誤腫,
900-903,2,Fibroepithelial neoplasms,線維上皮性新生物,
9000/0,Preferred,"Brenner tumor, NOS",ブレンナー腫瘍，ＮＯＳ（Ｃ56.9）,
9000/1,Preferred,"Brenner tumor, borderline malignancy",ブレンナー腫瘍，境界悪性（Ｃ56.9）,
9000/1,Synonym,Borderline Brenner tumor,,
9000/1,Synonym,"Brenner tumor, atypical proliferative",,
9000/1,Synonym,"Brenner tumor, proliferating",ブレンナー腫瘍，増殖性（Ｃ56.9）,
9000/3,Preferred,"Brenner tumor, malignant",ブレンナー腫瘍，悪性（Ｃ56.9）,
9010/0,Preferred,"Fibroadenoma, NOS",線維腺腫，ＮＯＳ（Ｃ50._）,
9010/0,Related,Lipofibroadenoma,脂肪線維腺腫,
9011/0,Preferred,Intracanalicular fibroadenoma,管内性線維腺腫（Ｃ50._）,
9012/0,Preferred,Pericanalicular fibroadenoma,管周囲性線維腺腫（Ｃ50._）,
9013/0,Preferred,"Adenofibroma, NOS",腺線維腫，ＮＯＳ,
9013/0,Related,Metanephric adenofibroma,後腎腺線維腫,
9013/0,Synonym,Nephrogenic adenofibroma,腎性腺線維腫,
9013/0,Related,"Cystadenofibroma, NOS",のう胞腺線維腫，ＮＯＳ,
9013/0,Related,Papillary adenofibroma,乳頭状腺線維腫,
9014/0,Preferred,"Serous adenofibroma, NOS",漿液性腺線維腫，ＮＯＳ,
9014/0,Related,"Serous cystadenofibroma, NOS",漿液性のう胞腺線維腫，ＮＯＳ,
9014/0,Related,Seromucinous adenofibroma,漿液粘液性腺線維腫,
9014/1,Preferred,Serous adenofibroma of borderline malignancy,境界悪性漿液性腺線維腫 ※2,
9014/1,Related,Serous cystadenofibroma of borderline malignancy,境界悪性のう胞腺線維腫 ※2,
9014/3,Preferred,Serous adenocarcinofibroma,漿液性腺癌線維腫 ※2,
9014/3,Synonym,Malignant serous adenofibroma,悪性漿液性腺線維腫 ※2,
9014/3,Related,Serous cystadenocarcinofibroma,漿液性のう胞腺癌線維腫 ※2,
9014/3,Synonym,Malignant serous cystadenofibroma,悪性漿液性のう胞腺線維腫 ※2,
9015/0,Preferred,"Mucinous adenofibroma, NOS",粘液性腺線維腫，ＮＯＳ,
9015/0,Related,"Mucinous cystadenofibroma, NOS",粘液性のう胞腺線維腫，ＮＯＳ,
9015/1,Preferred,Mucinous adenofibroma of borderline malignancy,悪性度境界粘液性腺線維腫 ※2,
9015/1,Related,Mucinous cystadenofibroma of borderline malignancy,悪性度境界粘液性のう胞腺線維腫,
9015/3,Preferred,Mucinous adenocarcinofibroma,粘液性腺癌線維腫 ※2,
9015/3,Synonym,Malignant mucinous adenofibroma,悪性粘液性腺線維腫 ※2,
9015/3,Related,Mucinous cystadenocarcinofibroma,粘液性のう胞腺癌線維腫 ※2,
9015/3,Synonym,Malignant mucinous cystadenofibroma,悪性粘液性のう胞腺線維腫 ※2,
9016/0,Preferred,Giant fibroadenoma,巨線維腺腫（Ｃ50._）,
9020/0,Preferred,"Phyllodes tumor, benign",葉状腫瘍，良性（Ｃ50._）,
9020/0,Synonym,"Cystosarcoma phyllodes, benign",葉状のう胞肉腫，良性（Ｃ50._）[obs],1
9020/1,Preferred,"Phyllodes tumor, borderline",葉状腫瘍，境界悪性（Ｃ50._）,
9020/1,Synonym,"Cystosarcoma phyllodes, NOS",葉状のう胞肉腫，ＮＯＳ（Ｃ50._）,
9020/1,Synonym,"Phyllodes tumor, NOS",葉状腫瘍，ＮＯＳ（Ｃ50._） ※2,
9020/3,Preferred,"Phyllodes tumor, malignant",葉状腫瘍，悪性（Ｃ50._）,
9020/3,Synonym,"Cystosarcoma phyllodes, malignant",葉状のう胞肉腫，悪性（Ｃ50._）,1
9020/3,Related,"Periductal stromal tumor, low grade",乳管周囲性間質性腫瘍，低異型度,
9030/0,Preferred,Juvenile fibroadenoma,若年性線維腺腫（Ｃ50._）,
904,2,Synovial-like neoplasms,滑膜様新生物,
9040/0,Preferred,"Synovioma, benign",滑膜腫，良性,
9040/3,Preferred,"Synovial sarcoma, NOS",滑膜肉腫，ＮＯＳ,
9040/3,Synonym,"Synovioma, NOS",滑膜腫，ＮＯＳ,
9040/3,Synonym,"Synovioma, malignant",滑膜腫，悪性,
9041/3,Preferred,"Synovial sarcoma, spindle cell",滑膜肉腫，紡錘形細胞,
9041/3,Synonym,"Synovial sarcoma, monophasic fibrous",滑膜肉腫，単相性線維性 ※2,
9042/3,Preferred,"Synovial sarcoma, epithelioid cell",滑膜肉腫，類上皮細胞,
9043/3,Preferred,"Synovial sarcoma, biphasic",滑膜肉腫，二相性,
9044/3,Preferred,"Clear cell sarcoma, NOS",明細胞肉腫，ＮＯＳ（腎Ｍ-8964／3を除く）,
9044/3,Related,Malignant melanoma of soft parts,軟部悪性黒色腫,
9045/3,Preferred,Biphenotypic sinonasal sarcoma,混合型副鼻腔肉腫／多形質性副鼻腔肉腫,
905,2,Mesothelial neoplasms,中皮性新生物,
9050/0,Preferred,"Mesothelioma, benign",中皮腫，良性,
9050/3,Preferred,"Mesothelioma, malignant",中皮腫，悪性,
9050/3,Synonym,"Mesothelioma, NOS",中皮腫，ＮＯＳ,
9051/0,Preferred,"Fibrous mesothelioma, benign",線維性中皮腫，良性,
9051/3,Preferred,"Fibrous mesothelioma, malignant",線維性中皮腫，悪性,
9051/3,Synonym,"Fibrous mesothelioma, NOS",線維性中皮腫，ＮＯＳ,
9051/3,Synonym,Desmoplastic mesothelioma,線維形成性中皮腫 ※2,
9051/3,Synonym,Sarcomatoid mesothelioma,肉腫様中皮腫 ※2,
9051/3,Synonym,Spindled mesothelioma,紡錘形中皮腫 ※2,
9052/0,Preferred,"Epithelioid mesothelioma, benign",類上皮性中皮腫，良性,
9052/0,Related,Well differentiated papillary mesothelioma,,
9052/0,Synonym,Mesothelial papilloma,中皮性乳頭腫 ※2,
9052/1,Preferred,Well differentiated papillary mesothelioma of pleura,,
9052/3,Preferred,"Epithelioid mesothelioma, malignant",類上皮性中皮腫，悪性,
9052/3,Synonym,"Epithelioid mesothelioma, NOS",類上皮性中皮腫，ＮＯＳ,
9053/3,Preferred,"Mesothelioma, biphasic, malignant",中皮腫，二相性，悪性,
9053/3,Synonym,"Mesothelioma, biphasic, NOS",中皮腫，二相性，ＮＯＳ,
9054/0,Preferred,"Adenomatoid tumor, NOS",腺腫様腫瘍，ＮＯＳ,
9055/0,Preferred,Peritoneal inclusion cysts,腹膜封入嚢胞,
9055/0,Synonym,Cystic mesothelioma,嚢胞性中皮腫,
9055/0,Synonym,Multicystic mesothelioma,,
906-909,2,Germ cell neoplasms,胚細胞性新生物,
9060/3,Preferred,Dysgerminoma,未分化胚腫,
9061/3,Preferred,"Seminoma, NOS",セミノーマ，ＮＯＳ（Ｃ62._）,
9062/3,Preferred,"Seminoma, anaplastic",セミノーマ，退形成性（Ｃ62._）,
9062/3,Synonym,Seminoma with high mitotic index,高度有糸分裂を伴うセミノーマ,
9063/3,Preferred,Spermatocytic seminoma,精母細胞性セミノーマ（Ｃ62._）,
9063/3,Synonym,Spermatocytoma,精母細胞腫（Ｃ62._）,
9063/3,Synonym,Spermatocytic tumor,,
9064/2,Preferred,Intratubular malignant germ cells,管内性悪性胚細胞（Ｃ62._） ※2,
9064/2,Synonym,Intratubular germ cell neoplasia,管内性胚細胞腫瘍（Ｃ62._） ※2,
9064/2,Synonym,Germ cell neoplasia in situ,,
9064/3,Preferred,Germinoma,胚腫,
9064/3,Synonym,"Germ cell tumor, NOS",胚細胞腫瘍，ＮＯＳ,
9065/3,Preferred,"Germ cell tumor, nonseminomatous",胚細胞腫瘍，非セミノーマ性（Ｃ62._）,
9070/3,Preferred,"Embryonal carcinoma, NOS",胎芽性癌，ＮＯＳ,
9070/3,Synonym,Embryonal adenocarcinoma,胎芽性腺癌,
9071/3,Preferred,"Yolk sac tumor, NOS",,
9071/3,Synonym,"Embryonal carcinoma, infantile",胎芽性癌，幼児型,
9071/3,Synonym,"Yolk sac tumor, pre-pubertal type",,
9071/3,Synonym,Endodermal sinus tumor,内胚葉洞腫瘍,
9071/3,Synonym,Orchioblastoma,精巣芽腫（Ｃ62._）,
9071/3,Synonym,Polyvesicular vitelline tumor,多のう性卵黄腫瘍,
9071/3,Related,Hepatoid yolk sac tumor,ヘパトイド卵黄のう腫瘍 ※2,
9071/3,Related,"Yolk sac tumor, post-pubertal type",,
9072/3,Preferred,Polyembryoma,多胎芽腫,
9072/3,Synonym,"Embryonal carcinoma, polyembryonal type",胎芽性癌，多胎芽腫型,
9073/1,Preferred,Gonadoblastoma,性腺芽腫,
9073/1,Synonym,Gonocytoma,性腺細胞腫,
9080/0,Preferred,"Teratoma, benign",奇形腫，良性,
9080/0,Synonym,"Adult teratoma, NOS",成人型奇形腫，ＮＯＳ,
9080/0,Synonym,"Cystic teratoma, NOS",のう胞奇形腫，ＮＯＳ,
9080/0,Synonym,Adult cystic teratoma,成人型のう胞奇形腫,
9080/0,Synonym,"Mature teratoma, NOS",,
9080/0,Synonym,"Teratoma, differentiated",奇形腫，分化型,
9080/1,Preferred,"Teratoma, NOS",奇形腫，ＮＯＳ,
9080/1,Synonym,Solid teratoma,充実性奇形腫,
9080/1,Related,"Germ cell tumor, regressed",退縮性胚細胞腫瘍,
9080/1,Related,Immature teratoma of lung,,
9080/1,Related,Immature teratoma of thymus,,
9080/1,Related,Immature teratoma of thyroid,,
9080/3,Preferred,"Teratoma, malignant, NOS",奇形腫，悪性，ＮＯＳ,
9080/3,Synonym,Embryonal teratoma,胎芽性奇形腫,
9080/3,Synonym,"Teratoblastoma, malignant",奇形芽腫，悪性,
9080/3,Related,"Immature teratoma, malignant",未熟奇形腫，悪性 ※2,
9080/3,Synonym,"Immature teratoma, NOS",未熟奇形腫，ＮＯＳ,
9081/3,Preferred,Teratocarcinoma,奇形癌,
9081/3,Synonym,Mixed embryonal carcinoma and teratoma,胎芽性癌・奇形腫混合腫瘍,
9081/3,Related,Teratocarcinosarcoma,,
9082/3,Preferred,"Malignant teratoma, undifferentiated",悪性奇形腫，未分化型,
9082/3,Synonym,"Malignant teratoma, anaplastic",悪性奇形腫，退形成性,
9083/3,Preferred,"Malignant teratoma, intermediate",悪性奇形腫，中間型,
9084/0,Preferred,"Dermoid cyst, NOS",皮様のう胞，ＮＯＳ,
9084/0,Synonym,"Dermoid, NOS",皮様のう胞，ＮＯＳ,
9084/0,Related,"Teratoma, prepubertal type",,
9084/0,Synonym,"Teratoma, mature, prepubertal type",,
9084/3,Preferred,Teratoma with malignant transformation,悪性転化を伴う奇形腫,
9084/3,Synonym,Teratoma with somatic type malignancies,,
9084/3,Synonym,Dermoid cyst with malignant transformation,悪性転化を伴う皮様のう胞（Ｃ56.9）,
9084/3,Synonym,Dermoid cyst with secondary tumor,続発性腫瘍を伴う皮様のう胞 ※2,
9085/3,Preferred,Mixed germ cell tumor,混合性胚細胞腫瘍,
9085/3,Related,Mixed teratoma and seminoma,混合性奇形腫・セミノーマ ※2,
9086/3,Preferred,Germ cell tumor with associated hematological malignancy,,
9090/0,Preferred,"Struma ovarii, NOS",卵巣甲状腺腫，ＮＯＳ（Ｃ56.9）,
9090/3,Preferred,"Struma ovarii, malignant",卵巣甲状腺腫，悪性（Ｃ56.9）,
9091/1,Preferred,Strumal carcinoid,甲状腺腫性カルチノイド（Ｃ56.9）,
9091/1,Synonym,Struma ovarii and carcinoid,卵巣甲状腺腫・カルチノイド（Ｃ56.9）,
910,2,Trophoblastic neoplasms,トロホブラスト性新生物,
9100/0,Preferred,"Hydatidiform mole, NOS",胞状奇胎，ＮＯＳ（Ｃ58.9）,
9100/0,Synonym,Complete hydatidiform mole,全胞状奇胎（Ｃ58.9）,
9100/0,Synonym,Hydatid mole,胞状奇胎（Ｃ58.9）,
9100/1,Preferred,Invasive hydatidiform mole,侵入胞状奇胎（Ｃ58.9）,
9100/1,Synonym,"Invasive mole, NOS",侵入奇胎，ＮＯＳ（Ｃ58.9）,
9100/1,Synonym,"Chorioadenoma, NOS",,
9100/1,Synonym,Chorioadenoma destruens,破壊性絨毛腺腫（Ｃ58.9）,
9100/1,Synonym,Malignant hydatidiform mole,悪性胞状奇胎（Ｃ58.9）,
9100/3,Preferred,"Choriocarcinoma, NOS",絨毛癌，ＮＯＳ,
9100/3,Synonym,Chorioepithelioma,,
9100/3,Synonym,Chorionepithelioma,絨毛上皮腫,
9101/3,Preferred,Choriocarcinoma combined with other germ cell elements,他の胚細胞腫瘍成分を伴う絨毛癌,
9101/3,Synonym,Choriocarcinoma combined with embryonal carcinoma,胎芽性癌を伴う絨毛癌,
9101/3,Synonym,Choriocarcinoma combined with teratoma,奇形腫を伴う絨毛癌,
9102/3,Preferred,"Malignant teratoma, trophoblastic",悪性奇形腫，トロホブラスト性,
9103/0,Preferred,Partial hydatidiform mole,部分胞状奇胎（Ｃ58.9）,
9104/1,Preferred,Placental site trophoblastic tumor,胎盤部トロホブラスト性腫瘍（Ｃ58.9）,
9105/3,Preferred,"Trophoblastic tumor, epithelioid",トロホブラスト性腫瘍，類上皮性 ※1,
911,2,Mesonephromas,中腎腫,
9110/0,Preferred,Adenoma of rete ovarii,卵巣網腺腫,
9110/0,Related,"Mesonephroma, benign",中腎腫，良性,
9110/0,Synonym,Mesonephric adenoma,中腎腺腫,
