code,level,termEn,termJa,obsolete
9738/3,Preferred,HHV8 positive diffuse large B-cell lymphoma,HHV8陽性びまん性大細胞型B細胞リンパ腫,
9738/3,Synonym,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease,HHV8関連多中心性キャッスルマン病内発生大細胞型B細胞リンパ腫／HHV8関連キャッスルマン病に発生する大細胞型B細胞リンパ腫,
974,2,Mast cell neoplasms,,
9740/1,Preferred,"Mastocytoma, NOS",肥満細胞腫，ＮＯＳ,
9740/1,Synonym,"Mast cell tumor, NOS",肥満細胞腫瘍，ＮＯＳ,
9740/1,Related,"Cutaneous mastocytosis, NOS",,
9740/1,Related,Diffuse cutaneous mastocytosis,びまん性皮膚肥満細胞症★,
9740/1,Related,Extracutaneous mastocytoma,皮膚外肥満細胞腫,
9740/1,Related,Solitary mastocytoma of skin,皮膚の孤立性肥満細胞腫　／皮膚孤在性肥満細胞腫,
9740/1,Related,Urticaria pigmentosa,色素性じんま疹★,
9740/3,Preferred,Mast cell sarcoma,肥満細胞肉腫,
9740/3,Synonym,Malignant mast cell tumor,悪性肥満細胞腫瘍,
9740/3,Synonym,Malignant mastocytoma,悪性肥満細胞腫,
9741/1,Preferred,Indolent systemic mastocytosis,無症候性全身性肥満細胞症★,
9741/3,Preferred,Malignant mastocytosis,悪性肥満細胞症,
9741/3,Synonym,Systemic tissue mast cell disease,全身性肥満細胞症,
9741/3,Related,Aggressive systemic mastocytosis,アグレッシブ全身性肥満細胞症★,
9741/3,Related,Systemic mastocytosis with AHNMD,AHNMDを伴う全身性肥満細胞症★,
9741/3,Related,Systemic mastocytosis with associated hematological clonal non-mast cell disorder,肥満細胞以外のクローナルな造血細胞異常を伴う全身性肥満細胞症★,
9742/3,Preferred,Mast cell leukemia,肥満細胞白血病（Ｃ42.1） ※3,
9749/3,Preferred,Erdheim-Chester disease,エルドハイム・チェスター病,
975,2,Neoplasms of histiocytes and accessory lymphoid cells,組織球及び副リンパ球様細,
9750/3,Preferred,Malignant histiocytosis,悪性組織球症 ※3,
9750/3,Related,Histiocytic medullary reticulosis,,1
9751/1,Preferred,"Langerhans cell histiocytosis, NOS",ランゲルハンス細胞組織球症，NOS,
9751/1,Related,"Langerhans cell histiocytosis, monostotic",ランゲルハンス細胞組織球症，単骨性／ランゲルハンス細胞組織球症，単骨浸透性,
9751/1,Related,"Langerhans cell histiocytosis, polystotic",ランゲルハンス細胞組織球症，多骨性／ランゲルハンス細胞組織球症，多骨浸透性,
9751/3,Preferred,"Langerhans cell histiocytosis, disseminated",ランゲルハンス細胞組織球症，播種性,
9751/3,Synonym,Langerhans cell granulomatosis,,1
9751/3,Related,Eosinophilic granuloma,,
9751/3,Related,Acute progressive histiocytosis X,,1
9751/3,Related,"Histiocytosis X, NOS",,1
9751/3,Related,Hand-Schuller-Christian disease,,1
9751/3,Related,Letterer-Siwe disease,,1
9751/3,Related,Nonlipid reticuloendotheliosis,,1
9755/3,Preferred,Histiocytic sarcoma,組織球肉腫 ※1,
9755/3,Related,True histiocytic lymphoma,真性組織球肉腫症 ※3,
9756/3,Preferred,Langerhans cell sarcoma,ランゲルハンス細胞肉腫 ※1,
9757/3,Preferred,Interdigitating dendritic cell sarcoma,指間樹状細胞肉腫 ※1,
9757/3,Synonym,Interdigitating cell sarcoma,樹枝状細胞肉腫 ※1,
9757/3,Related,"Dendritic cell sarcoma, NOS",樹状細胞肉腫，ＮＯＳ ※1,
9757/3,Related,Indeterminate dendritic cell tumor,未定型樹状細胞腫瘍★,
9758/3,Preferred,Follicular dendritic cell sarcoma,ろ胞性樹状細胞肉腫 ※1,
9758/3,Related,Follicular dendritic cell tumor,ろ胞性樹状細胞腫瘍 ※1,
9759/3,Preferred,Fibroblastic reticular cell tumor,線維芽細胞性細網細胞腫瘍★,
976,2,Immunoproliferative diseases,免疫増殖性疾患,
9760/3,Preferred,"Immunoproliferative disease, NOS",免疫増殖性疾患，ＮＯＳ,
9761/1,Preferred,IgM monoclonal gammopathy of undetermined significance,IgM型意義不明の単クローン性ガンマグロブリン血症,
9761/3,Preferred,Waldenstrom macroglobulinemia,,
9762/3,Preferred,"Heavy chain disease, NOS",重鎖病，ＮＯＳ ※2,
9762/3,Related,Alpha heavy chain disease,アルファ重鎖病,
9762/3,Related,Gamma heavy chain disease,ガンマ重鎖病 ※3,
9762/3,Synonym,Franklin disease,フランクリン病 ※3,
9762/3,Related,Mu heavy chain disease,ミュー重鎖病 ※2,
9764/3,Preferred,Immunoproliferative small intestinal disease,免疫増殖性小腸疾患（Ｃ17._）,
9764/3,Synonym,Mediterranean lymphoma,地中海リンパ腫,
9765/1,Preferred,"Monoclonal gammopathy of undetermined significance, NOS",,
9765/1,Synonym,MGUS,ＭＧＵＳ ※2,
9765/1,Synonym,"Monoclonal gammopathy, NOS",単クローン性異常免疫グロブリン血症，,
9766/1,Preferred,Angiocentric immunoproliferative lesion,血管中心性免疫増殖性病変,
9766/1,Related,"Lymphomatoid granulomatosis, NOS",,
9766/1,Related,"Lymphomatoid granulomatosis, grade 1",,
9766/1,Related,"Lymphomatoid granulomatosis, grade 2",,
9766/3,Preferred,"Lymphomatoid granulomatosis, grade 3",リンパ腫様肉芽腫症，グレード３,
9767/1,Preferred,Angioimmunoblastic lymphadenopathy (AIL),血管性免疫芽球性リンパ節症,
9767/1,Synonym,Immunoblastic lymphadenopathy (IBL),,1
9768/1,Preferred,T-gamma lymphoproliferative disease,Ｔ－ガンマリンパ増殖性疾患,
9769/1,Preferred,Immunoglobulin deposition disease,免疫グロブリン沈着病 ※1,
9769/1,Synonym,Primary amyloidosis,原発性アミロイド症 ※1,
9769/1,Synonym,Systemic light chain disease,全身性Ｌ鎖病 ※1,
980-994,2,Leukemias,白血病,
980,3,"Leukemias, NOS",白血病，ＮＯＳ（Ｃ42.1）,
9800/3,Preferred,"Leukemia, NOS",白血病，ＮＯＳ,
9800/3,Related,"Aleukemic leukemia, NOS",,1
9800/3,Related,"Chronic leukemia, NOS",,1
9800/3,Related,"Subacute leukemia, NOS",,1
9801/3,Preferred,"Acute leukemia, NOS",急性白血病，ＮＯＳ,
9801/3,Synonym,Blast cell leukemia,芽球性白血病,
9801/3,Synonym,Stem cell leukemia,幹細胞白血病 ※2,
9801/3,Synonym,Undifferentiated leukemia,未分化型白血病,
9805/3,Preferred,Acute biphenotypic leukemia,急性多形質性白血病 ※1,
9805/3,Related,Acute bilineal leukemia,急性多系統白血病 ※1,
9805/3,Related,Acute mixed lineage leukemia,急性混合系白血病 ※1,
9806/3,Preferred,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1,混合表現性急性白血病，t(9;22)(q34;q11.2); BCR-ABL1★,
9807/3,Preferred,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged,混合形質性急性白血病，t(v;11q23);骨髄性白血病／MLL再構成を伴う★,
9808/3,Preferred,"Mixed phenotype acute leukemia, B/myeloid, NOS",混合形質性急性白血病，t(v;11q23);B細胞性／骨髄性，NOS★,
9809/3,Preferred,"Mixed phenotype acute leukemia, T/myeloid, NOS",混合形質性急性白血病，t(v;11q23);Ｔ細胞性／骨髄性，NOS★,
981-983,3,Lymphoid leukemias,リンパ性白血病（Ｃ,
9811/3,Preferred,"B lymphoblastic leukemia/lymphoma, NOS",B細胞リンパ芽球性白血病／リンパ腫，NOS★,
9811/3,Synonym,c-ALL,共通急性リンパ性白血病,
9811/3,Synonym,Common ALL,共通急性リンパ性白血病／共通ALL,
9811/3,Synonym,Common precursor B ALL,共通前駆B細胞性急性リンパ性白血病／共通前駆BALL,
9811/3,Synonym,Pre-B ALL,前B細胞性急性リンパ性白血病／前BALL,
9811/3,Synonym,Pre-pre-B ALL,前前B細胞性急性リンパ性白血病／前前BALL,
9811/3,Synonym,Pro-B ALL,前B細胞性急性リンパ性白血病／前BALL,
9811/3,Synonym,Precursor B-cell lymphoblastic lymphoma,前駆Bリンパ芽球性白血病,
9811/3,Synonym,Precursor B-cell lymphoblastic leukemia,前駆Ｂ細胞リンパ芽球性白血病，ＮＯＳ（Ｍ-9728／3も参照） ※1,
9811/3,Related,B lymphoblastic leukemia/lymphoma with iAMP21,iAMP21を伴うBリンパ芽球性白血病／リンパ腫,
9812/3,Preferred,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1,B細胞リンパ芽球性白血病／リンパ腫，t(9;22)(q34;q11.2); BCR-ABL1★,
9813/3,Preferred,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged,B細胞リンパ芽球性白血病／リンパ腫，MLL再構成を伴う★,
9814/3,Preferred,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1),B細胞リンパ芽球性白血病／リンパ腫，t(12;21)(p13;q22);TEL-AML1 (ETV6-RUNX1)★,
9815/3,Preferred,B lymphoblastic leukemia/lymphoma with hyperdiploidy,高二倍性B細胞リンパ芽球性白血病／リンパ腫★,
9816/3,Preferred,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL),,
9817/3,Preferred,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH,B細胞リンパ芽球性白血病／リンパ腫，t(5;14)(q31;q32); IL3-IGH★,
9818/3,Preferred,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),,
9819/3,Preferred,"B lymphoblastic leukemia/lymphoma, BCR-ABL1-like",,
9820/3,Preferred,"Lymphoid leukemia, NOS",リンパ性白血病，ＮＯＳ,
9820/3,Related,"Lymphatic leukemia, NOS",,1
9820/3,Related,"Lymphocytic leukemia, NOS",,1
9820/3,Related,Aleukemic lymphoid leukemia,,1
9820/3,Synonym,Aleukemic lymphatic leukemia,,1
9820/3,Synonym,Aleukemic lymphocytic leukemia,,1
9820/3,Related,Lymphosarcoma cell leukemia,,1
9820/3,Related,Subacute lymphoid leukemia,,1
9820/3,Synonym,Subacute lymphatic leukemia,,1
9820/3,Synonym,Subacute lymphocytic leukemia,,1
9823/1,Preferred,"Monoclonal B-cell lymphocytosis, CLL type",単クローン性B細胞リンパ球増加症，CLL型,
9823/3,Preferred,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma,Ｂ細胞慢性リンパ球性白血病／小リンパ球性リンパ腫（Ｍ-9670／3も参照） ※2,
9823/3,Synonym,Chronic lymphatic leukemia,,1
9823/3,Synonym,Chronic lymphocytic leukemia,慢性リンパ球性白血病,
9823/3,Synonym,"Chronic lymphocytic leukemia, B-cell type",慢性リンパ球性白血病，Ｂ細胞型（ＢＣＬＬのすべての変異体を含む）※2,
9823/3,Synonym,Chronic lymphoid leukemia,慢性リンパ性白血病,1
9823/3,Synonym,"Malignant lymphoma, small B lymphocytic, NOS",悪性リンパ腫，小型B細胞性，NOS,
9823/3,Synonym,"Malignant lymphoma, lymphocytic, NOS",悪性リンパ腫，リンパ球性，NOS,1
9823/3,Synonym,"Malignant lymphoma, lymphocytic, diffuse, NOS",悪性リンパ腫，リンパ球性，びまん性，NOS,1
9823/3,Synonym,"Malignant lymphoma, small cell, NOS",悪性リンパ腫，小型細胞，NOS,1
9823/3,Synonym,"Malignant lymphoma, small lymphocytic, NOS",悪性リンパ腫，小リンパ球性，NOS,
9823/3,Synonym,"Malignant lymphoma, lymphocytic, well differentiated, diffuse",悪性リンパ腫，リンパ球性，高分化型，びまん性,1
9823/3,Synonym,"Malignant lymphoma, small cell diffuse",悪性リンパ腫，小細胞性，びまん性,1
9823/3,Synonym,"Malignant lymphoma, small lymphocytic, diffuse",悪性リンパ腫，小リンパ球性，びまん性,1
9827/3,Preferred,Adult T-cell leukemia/lymphoma (HTLV-1 positive),成人Ｔ細胞性白血病／リンパ腫（ＨＴＬＶ,
9827/3,Synonym,Adult T-cell leukemia,成人Ｔ細胞性白血病,
9827/3,Synonym,Adult T-cell lymphoma,成人Ｔ細胞性リンパ腫,
9827/3,Synonym,Adult T-cell lymphoma/leukemia,成人Ｔ細胞性リンパ腫／白血病,
9831/3,Preferred,T-cell large granular lymphocytic leukemia,Ｔ細胞大顆粒リンパ球性白血病 ※1☆,
9831/3,Synonym,"Large granular lymphocytosis, NOS",大顆粒リンパ球増加症，ＮＯＳ ※1,
9831/3,Synonym,NK-cell large granular lymphocytic leukemia,ＮＫ細胞大顆粒リンパ球性白血病,
9831/3,Synonym,T-cell large granular lymphocytosis,Ｔ細胞大顆粒リンパ球増加症 ※1,
9831/3,Related,Chronic lymphoproliferative disorder of NK cells,,
9832/3,Preferred,"Prolymphocytic leukemia, NOS",前リンパ球性白血病，ＮＯＳ ※3,
9833/3,Preferred,"Prolymphocytic leukemia, B-cell type",前リンパ球性白血病，Ｂ細胞型 ※1,
9834/3,Preferred,"Prolymphocytic leukemia, T-cell type",前リンパ球性白血病，Ｔ細胞型 ※1,
9835/3,Preferred,"Precursor cell lymphoblastic leukemia, NOS",前駆細胞リンパ芽球性白血病，ＮＯＳ（Ｍ-9727／3も参照） ※1,
9835/3,Synonym,"Acute lymphoblastic leukemia, NOS",急性リンパ芽球性白血病，ＮＯＳ（Ｍ-,
9835/3,Synonym,"Acute lymphoblastic leukemia, L2 type, NOS",,
9835/3,Synonym,"Acute lymphoblastic leukemia-lymphoma, NOS",急性リンパ芽球性白血病性リンパ腫，ＮＯＳ ※1,
9835/3,Synonym,"Lymphoblastic leukemia, NOS",リンパ芽球性白血病，ＮＯＳ ※3,
9835/3,Synonym,Acute lymphatic leukemia,急性リンパ性白血病 ※3,
9835/3,Synonym,Acute lymphocytic leukemia,急性リンパ球性白血病 ※3,
9835/3,Synonym,Acute lymphoid leukemia,急性リンパ球様白血病 ※3,
9835/3,Synonym,FAB L1,,1
9835/3,Synonym,FAB L2,,
9835/3,Synonym,"Precursor cell lymphoblastic leukemia, not phenotyped",前駆細胞リンパ芽球性白血病，非表現型,
9835/3,Synonym,"Acute lymphoblastic leukemia, precursor-cell type",9727／3も参照）急性リンパ芽球性白血病，前駆細胞型 ※1,
9837/3,Preferred,Precursor T-cell lymphoblastic leukemia,前駆Ｔ細胞リンパ芽球性白血病，ＮＯＳ（Ｍ-9729／3も参照） ※1,
9837/3,Synonym,Cortical T ALL,皮質性TＡＬＬ ※1,
9837/3,Synonym,Mature T ALL,成熟TＡＬＬ ※1,
9837/3,Synonym,Pre-T ALL,前ＴALL ※1,
9837/3,Synonym,Pro-T ALL,前ＴALL ※1,
9837/3,Synonym,Precursor T-cell lymphoblastic lymphoma,前駆T細胞リンパ芽球性リンパ腫,
9837/3,Related,T lymphoblastic leukemia/lymphoma,T細胞リンパ芽球性白血病／リンパ腫★,
9837/3,Related,Early T-cell precursor acute lymphoblastic leukemia,初期T細胞前駆リンパ芽球性白血病,
984-993,3,Myeloid leukemias,骨髄性白血病（Ｃ,
9840/3,Preferred,Acute erythroid leukemia,急性赤血性白血病 ※2,
9840/3,Synonym,"Acute myeloid leukemia, M6 type",急性骨髄性白血病，Ｍ６型 ※2,
9840/3,Synonym,Acute erythremia,,1
9840/3,Synonym,Acute erythremic myelosis,,1
9840/3,Synonym,AML M6,ＡＭＬ Ｍ６ ※2,
9840/3,Synonym,Di Guglielmo disease,,1
9840/3,Synonym,"Erythremic myelosis, NOS",赤血症性骨髄症，ＮＯＳ,
9840/3,Synonym,Erythroleukemia,赤白血病,
9840/3,Synonym,FAB M6,ＦＡＢ Ｍ６ ※2,
9840/3,Synonym,M6A,Ｍ６Ａ ※2,
9840/3,Synonym,M6B,Ｍ６Ｂ ※2,
9860/3,Preferred,"Myeloid leukemia, NOS",骨髄性白血病，ＮＯＳ,
9860/3,Synonym,"Granulocytic leukemia, NOS",顆粒球性白血病，ＮＯＳ,
9860/3,Synonym,"Myelocytic leukemia, NOS",骨髄球性白血病，ＮＯＳ,
9860/3,Synonym,"Myelogenous leukemia, NOS",骨髄原性白血病，ＮＯＳ,
9860/3,Synonym,"Myelomonocytic leukemia, NOS",骨髄単球性白血病，ＮＯＳ,
9860/3,Synonym,"Non-lymphocytic leukemia, NOS",非リンパ球性白血病，ＮＯＳ ※2,
9860/3,Related,Aleukemic myeloid leukemia,,1
9860/3,Synonym,Aleukemic granulocytic leukemia,非白血性顆粒球性白血病[obs],1
9860/3,Synonym,Aleukemic myelogenous leukemia,非白血性骨髄原性白血病[obs],1
9860/3,Related,Aleukemic monocytic leukemia,,1
9860/3,Related,Chronic monocytic leukemia,,1
9860/3,Related,"Eosinophilic leukemia, NOS",,
9860/3,Related,"Monocytic leukemia, NOS",単球性白血病，ＮＯＳ ※3,
9860/3,Related,Subacute monocytic leukemia,,1
9860/3,Related,Subacute myeloid leukemia,,1
9860/3,Synonym,Subacute granulocytic leukemia,亜急性顆粒球性白血病[obs] ※3,1
9860/3,Synonym,Subacute myelogenous leukemia,亜急性骨髄原性白血病[obs] ※3,1
9861/3,Preferred,"Acute myeloid leukemia, NOS",急性骨髄性白血病，ＮＯＳ（ＦＡＢ又はＷＨＯ型の明示されないもの）（Ｍ-9930／3も参照） ※2,
9861/3,Synonym,Acute granulocytic leukemia,急性顆粒球性白血病,
9861/3,Synonym,Acute myelocytic leukemia,急性骨髄球性白血病,
9861/3,Synonym,Acute myelogenous leukemia,急性骨髄原性白血病,
9861/3,Synonym,Acute non-lymphocytic leukemia,急性非リンパ球性白血病 ※2,
9863/3,Preferred,"Chronic myeloid leukemia, NOS",慢性骨髄性白血病，ＮＯＳ,
9863/3,Synonym,"Chronic granulocytic leukemia, NOS",慢性顆粒球性白血病，ＮＯＳ,
9863/3,Synonym,"Chronic myelocytic leukemia, NOS",慢性骨髄球性白血病，ＮＯＳ,
9863/3,Synonym,"Chronic myelogenous leukemia, NOS",慢性骨髄原性白血病，ＮＯＳ,
9865/3,Preferred,Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214,急性骨髄性白血病，t(6;9)(p23;q34); DEK-NUP214★,
9866/3,Preferred,"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)",急性前骨髄球性白血病，t(15;17),
9866/3,Synonym,"Acute promyelocytic leukemia, NOS",急性前骨髄球性白血病，ＮＯＳ,
9866/3,Synonym,"Acute myeloid leukemia, PML/RAR-alpha",急性骨髄性白血病， ＰＭＬ／ＲＡＲ－アルファ ※2,
9866/3,Synonym,"Acute myeloid leukemia, t(15;17)(q22;q11-12)",急性骨髄性白血病，t(15;17),
9866/3,Synonym,"Acute promyelocytic leukemia, PML/RAR-alpha",急性前骨髄球性白血病， ＰＭＬ／ＲＡＲ－アルファ ※2,
9866/3,Synonym,FAB M3,ＦＡＢ Ｍ３（すべての変異体を含む）,
9867/3,Preferred,"Acute myelomonocytic leukemia, NOS",,
9867/3,Synonym,FAB M4,ＦＡＢ Ｍ４ ※2,
9869/3,Preferred,Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1,,
9870/3,Preferred,Acute basophilic leukemia,急性好塩基球性白血病 ※2,
9871/3,Preferred,Acute myeloid leukemia with abnormal marrow eosinophils,異常骨髄好酸球を伴う急性骨髄性白血病 ※1,
9871/3,Synonym,"Acute myeloid leukemia, CBF-beta/MYH11",,
9871/3,Synonym,"Acute myeloid leukemia, inv(16)(p13;q22)",急性骨髄性白血病，inv(16)(p13;※1,
9871/3,Synonym,"Acute myeloid leukemia, t(16;16)(p13;q11)",急性骨髄性白血病，t(16;16)(p13;,
9871/3,Synonym,Acute myelomonocytic leukemia with abnormal eosinophils,異常骨髄好酸球を伴う急性骨髄単球性白血病 ※1,
9871/3,Synonym,FAB M4Eo,ＦＡＢ Ｍ４Ｅo ※1,
9872/3,Preferred,"Acute myeloid leukemia, minimal differentiation",急性骨髄性白血病，最小分化 ※1,
9872/3,Synonym,Acute myeloblastic leukemia,,
9872/3,Synonym,FAB M0,,
9873/3,Preferred,Acute myeloid leukemia without maturation,成熟を伴わない急性骨髄性白血病,
9873/3,Synonym,FAB M1,ＦＡＢ Ｍ１ ※1,
9874/3,Preferred,Acute myeloid leukemia with maturation,,
9874/3,Synonym,"FAB M2, NOS",,
9875/3,Preferred,"Chronic myeloid leukemia, BCR/ABL positive",,
9875/3,Synonym,"Chronic myelogenous leukemia, BCR/ABL positive",慢性骨髄性白血病，ＢＣＲ／ＡＢＬ陽性,
9875/3,Synonym,"Chronic granulocytic leukemia, BCR/ABL",慢性顆粒球性白血病，ＢＣＲ／ＡＢＬ,
